Name,Latitude,Longitude,Elevation [Feet],Turnpoint,ID[6],Comments,ICAO Identifier
Camphill Chimney,53.3387,-1.7538333,600,Cement works chimney,Cmphll,435 ft high chimney 2 NMl NNW of Camphill Gliding Site. Easy to find and on chart.,
Camphill,53.30505,-1.7291,1350,Hangar,Camphi,SE side of Derby & Lancs GC site at top of ridge. Difficult to find.,
Clapham Reservoir N,54.1237333,-2.3839167,655,Bridge,ClphmR,"Small bridge over Clapham Beck N end of reservoir, on Ingleton ridge. Caution, rugged terrain. Local knowledge required.",
Chepstow S,51.6205667,-2.6729833,114,M48 Roundabout,Chpstw,"M48/A466 J2, W side of Severn road bridge on S side of Chepstow. Easy to find and on chart.",
Chippenham W,51.4476,-2.1496333,197,A4/A350,Chppnh,S of 2 roundabouts WSW of town. Easy to find and on chart.,
Cranwell North,53.0369667,-0.5105667,220,College Tower,Cranwe,E side of grass airfield N of military airfield A/F with MATZ and jets and light aircraft 7 days per week.  Site of Cranwell RAFGSA Club. Difficult to find.,
Cranbrook,51.09915,0.5260167,190,School West End,Crnbrk,By A 229 NW side of town. Local knowledge required.,
Crick,52.3507167,-1.1546167,276,M1 J18/A428,Crick,1 km NNW of village.  6 N of Daventry. Easy to find and on chart.,
Cricklade,51.6402167,-1.8574667,259,Church Tower,Crckld,Town centre near B4040/B4553 junction. Difficult to find.,
Crediton Station,50.7831667,-3.64645,315,BR Station,CrdtnS,SE side of town. Difficult to find.,
Cerrig,53.0249833,-3.5620333,121,A5/B5105,Cerrig,Full name Cerrigydrudion. Vill 7 NMl N of Bala. No fields. Difficult to find.,
Crianlarich,56.3904833,-4.6185833,269,Station,Crnlrc,"S of village, 7 NMl NE of N end of Loch Lomond. Difficult to find.",
Crewkerne,50.8739167,-2.7792333,207,Stn/A356,Crwkrn,"A356 bridge over railway just W of stn, SE side of town. Easy to find and on chart.",
Crowland A/f,52.7137,-0.1362167,10,"A/F E end, by A1073",Crwlnd,"Peterborough & Spalding GC site, also light aircraft. Local knowledge required.",
Crymych Mast,51.9443667,-4.6609833,1066,TV transmitter,CrmchM,"1.5 Nml S of village, W of A478. Easy to find and on chart.",
Crinan,56.09165,-5.5551833,1,Lighthouse,Crinan,N side of town. Easy to find but not on chart.,
Crowland Bridge,52.67955,-0.1835167,13,River/B1166,Crowla,Over River Welland 1 NMl W of Town. Easy to find and on chart.,
Cromer Pier,52.9327667,1.30085,30,Pier entrance,CrmrPr,"S end of Pier, N side of town. Easy to find and on chart.",
Carron,57.4543833,-3.2942,328,Spey Bridge,Carron,"E side of Carron village, wide bridge with minor road and old railway line. 3 Nml SW of Charlestown of Aberlour. Difficult to find.",
Crediton West,50.7886333,-3.7402833,361,Rail Fork,CrdtnW,3 NMl W of village.  506 k O&R from Dunstable. Easy to find and on chart.,
Cray Reservoir,51.8855,-3.6253833,817,W end of Dam Wall,CrRsrv,"4 NMl SW of Sennybridge, W of A 4067. Easy to find and on chart.",
Chirnside,55.8008333,-2.2190667,292,A6105/B6355,Chrnsd,W side of village. Easy to find and on chart.,
Canterbury South East,51.2550667,1.1131833,282,A2050 Bridge over A 2T,Canteu,0.5 NMl NW of Bridge Village. Easy to find and on chart.,
Cosford Airfield,52.6375,-2.31235,271,R/W 24 SW end,CsfrdF,"Military airfield with ATZ, mainly light aircraft traffic.  Site of Wrekin RAFGSA Club. Easy to find and on chart.",EGWC
Crask Bridge,58.1848667,-4.5116667,732,A836 river bridge,CrskBr,"A836 bridge over river Tirry, just S of Crask Inn.  10 Nml NNW of Lairg.  Note Restricted Area 610.  Caution, rugged terrain. Easy to find and on chart.",
Coniston,54.3691333,-3.0758667,164,Bridge,Constn,"A593 bridge over Church Beck in centre of village, west side of Coniston Water. Easy to find but not on chart.",
Cross Hands,51.7968167,-4.0833833,525,A48/A476,CrssHn,"Between Cross Hands and Gorslas, 9 NMl ESE of Camarthen. Easy to find and on chart.",
Colsterworth,52.8013667,-0.6107167,262,A1/A151,Clstrw,"A151 bridge over A1, SW of services on SE side of village. Easy to find and on chart.",
Crathie Bridge,57.03955,-3.2177833,885,B976 Br over R Dee,CrthBr,6 NMl W of Ballater. Easy to find but not on chart.,
Catterick,54.3861,-1.65475,118,A6136 Br over A1,Cttrck,"NW side of racecourse, 1 NMl NW of village. Easy to find and on chart.",
Clows Top,52.344,-2.4208,727,Crossroads,ClwsTp,Crossroads of A456 and B4202 in Village. Easy to find but not on chart.,
Cottam,53.3047,-0.7816167,570,Chimney,Cottam,"Power station, top of tallest chimney (550ft) W of cooling towers. Easy to find and on chart.",
Clunbury Hill,52.4151167,-2.9190833,886,Circle in horse gallops,ClnbrH,"Top of ridge SE of Clunbury village, 7 Nml S of Long Mynd. Local knowledge required.",
Cullompton,50.8608667,-3.3836,522,M5 J28/A373,Cllmpt,NE side of town. Easy to find and on chart.,
Clun,52.4204167,-3.0303167,525,A488/B4368,Clun,"Bridge over R Clun in centre of town, 8 Nml SW of Long Mynd. Easy to find and on chart.",
Cupar,56.3193167,-3.01205,233,A91/A92,Cupar,"Near town centre, 6 NMl SW of Leuchars military airfield. Difficult to find.",
Currock Hill,54.9344167,-1.8409333,800,"Gliding Site, Centre",CrrckH,"Northumbria GC site, under CTA base 1500ft. Local knowledge required.",
Craven Arms,52.4395833,-2.83715,279,B4368/Rail Br,Crvnrm,"S side of village, 5 NMl SSE of Long Mynd site. Easy to find but not on chart.",
Chipping Warden,52.1453667,-1.27615,256,R/Ws 24/36,Chippg,Most N intersection of old r/ws at disused airfield. Difficult to find.,
Crowcombe Court,51.12505,-3.2304667,482,Country House,Crwcmb,"N side of Crowcombe village, note Cardiff CTA base 4500ft to West, D119 to North. Difficult to find.",
Crewe East,53.0684,-2.3336667,295,M6 J16,CreweE,Between Crewe and Kidsgrove. Easy to find and on chart.,
Corwen,52.9796,-3.3876167,85,A5/River Dee bridge,Corwen,8 NMl ENE of Bala. Easy to find and on chart.,
Cwmbran SW,51.6190333,-3.0737333,590,Reservoir N side of dam wall,Cwmbrn,"Pant-y-Eos reservoir 3 NMl SW Cwmbran, ridge to SW. Easy to find and on chart.",
Chatsworth,53.2280333,-1.6163333,394,Bridge,Chtswr,Bridge over river Derwent 300m W of Chatsworth House. 6 NMl W of Chesterfield. Easy to find and on chart.,
Carsington Water Visitors Centre,53.0610167,-1.6411,673,Visitors Centre.,Crsngt,Building Complex on Western Shore of Carsington Water. 2km N of CTA base 4000ft. Easy to find and on chart.,
Conwy W,53.2892333,-3.8802833,15,Penmaen-bach Point,ConwyW,"Most N point on A55 at bottom of ridge, 1.5NMl W of Conwy. Easy to find and on chart.",
Conwy S,53.2291667,-3.81995,20,Bridge over R Conwy,ConwyS,"3 NMl S of Conwy town at Tyn-y-groes, bridge joins A 470 to B5106. Easy to find and on chart.",
Dallachy,57.6572833,-3.0659667,33,Intersection 29/22,Dallch,"Disused airfield, ex Highland GC site. Easy to find and on chart.",
Dalmally,56.4008333,-4.9835167,141,Station,Dalmll,"Village centre, S of A85.  Between Oban and Crianlarich, at NE end of Loch Awe. Difficult to find.",
Danby,54.4658833,-0.9095,475,Road bridge over rail S side of village,Danby,North side of N York moors 11 NMl W of Whitby. Difficult to find.,
Darlington,54.5234167,-1.61975,256,A67 Br over A1(M),Drlngt,W of town just N of A1 bridge over river Tees. Easy to find and on chart.,
Darwell,50.9603167,0.4224833,187,Reservoir SW end,Darwll,Opposite end to dam wall. 3 NMl NNW of Battle. Difficult to find.,
Dunblane,56.1860667,-3.9659667,105,Station,Dunbln,Near town centre. Difficult to find.,
Devil's Bridge,52.3772,-3.84965,476,Bridge,DvlsBr,"A4120 bridge over river Rheidol at Mynach Falls, 8 NMl E of Aberystwyth. Easy to find and on chart.",
Diddlebury,52.4642,-2.7251,397,Church Tower,Dddlbr,Church Tower at East end of village. SE OF B4368 between Craven Arms and Shipton TPs. Difficult to find.,
Devil's Dyke,50.8855,-0.2119667,690,Hotel NE Corner,DvlsDk,NE corner of hotel on top of S Downs ridge 1 km NE of 712 ft spot height.  Under LTMA 3500ft.  Hang glider launch site. Local knowledge required.,
Deal,51.2224,1.39885,30,A258/Rail,Deal,Bridge over railway just W of pier.  Note Manston VRP at pier. Easy to find but not on chart.,
Deddington,51.9821,-1.32305,417,A4260/B4031,Dddngt,"Village centre, just W of church with Tower. Look out and avoid Oxford Kidlington traffic on extended centreline to R/W 19. Easy to find and on chart.",
Denbigh,53.18355,-3.3971833,105,A525/A543 R'bt E,Denbgh,"R'bout on E side of town, just NW of river Ystrad bridge. Easy to find but not on chart.",
Depden Water Tower,52.1878667,0.5853667,404,Water Tower,DpdnWt,W side of T junction of minor roads W of Depden village.  Chedburgh disused airfield to E and 300 ft mast at Ousden to W. Local knowledge required.,
Derwent,54.8603667,-1.9557333,82,Dam NE Side,Derwnt,"NE end of dam wall in SE corner of lake, 4 NMl W of Consett. Easy to find and on chart.",
Detling,51.2941167,0.56855,400,Church Spire,Detlng,W side of village just E of A249. Under LTMA 3500ft. Difficult to find.,
Devizes,51.3542,-1.9846,387,A361 Br over Canal,Devizs,"NE side of town, over Kennet & Avon canal. Difficult to find.",
Duffield,53.0077333,-1.5346833,194,B5023/River Br,Duffld,Nr rly 2 NMl NW of town.  CTA base 2500 2 NML to S. Difficult to find.,
Dalton-in-Furness,54.1633333,-3.1889167,197,A590/A595,DltnnF,"Roundabout N side of town, between Ulverston and Barrow-in-Furness.  Barrow/Walney ATZ 1 NMl to SW. Easy to find and on chart.",
Didcot,51.6216167,-1.2609667,190,Power Stn Chimney,Didcot,"The only tall, thin Chimney among several cooling towers. Easy to find and on chart.",
Dingwall,57.59815,-4.4211833,25,Rail/River Bridge,Dngwll,Bridge over river Peffery E side of town near shore of Cromarty Firth. Easy to find and on chart.,
Diss,52.37035,1.1206833,171,Rail Bridge/A1066,Diss,"E of town, 12 NMl ENE of Honington airfield. Easy to find and on chart.",
Ditchlingbeacon,50.9008167,-0.1052833,770,Car park entrance,Dtchln,W side of minor road on top of S Downs 200 m SE of 813 ft Spot Height.  Also Hang Glider launch point. Local knowledge required.,
Dunkeld,56.5637167,-3.5855,197,A923/River,Dunkld,"Bridge over river Tay, S of town. Easy to find and on chart.",
Dunkery Beacon,51.1627833,-3.5866833,1704,Trig Point,DnkrBc,Top of hill 3 Nml S of Porlock. Easy to find and on chart.,
Dale Bridge,51.7307833,-5.17035,164,B4327 bridge,DalBrg,"River bridge, 1.5 NMl N of Dale Harbour, 5 NMl W of Milford Haven. Easy to find but not on chart.",
Dallas,57.5593667,-3.4619,325,B9010 T Junction,Dallas,"T junct at road N of village to B9010, 6 NMl SSE of Kinloss A/F. Easy to find but not on chart.",
Dalston,54.8478833,-2.9808,131,Bridge,Dalstn,"B5299 bridge over rail, NE side of Dalston village. Easy to find and on chart.",
Duntulm N,57.7012,-6.3445667,384,Spot Height 384ft,DntlmN,"N end of Isle of Skye, spot height on 500k air map N of Duntulm village at Rubha Hunish Lookout Bothy. Difficult to find.",
Dunbar SE,55.98235,-2.4841333,90,A1087 Rail Bridge,DunbrS,Bridge over rail SE side of town just N of A1078/A1 junction. Easy to find and on chart.,
Durham Northeast,54.7938667,-1.5288833,98,A1(M)/A690,DrhmNr,Roundabout NE side of city. Easy to find and on chart.,
Dunning,56.3128333,-3.5869,144,Church tower,Dunnng,Near town centre and B9141/B8062 junction. Difficult to find.,
Dunoon,55.94685,-4.9215667,49,Pier sea end,Dunoon,SE side of town. Local knowledge required.,
Duntulm,57.6819667,-6.3450333,20,A855 bend,Duntlm,"180 degree bend on coast in Duntulm village at north end of Isle of Skye.  Caution, rugged terrain. Easy to find but not on chart.",
Doncaster Northwest,53.578,-1.2124833,69,A638 bridge over A1,Dncstr,"Where A1(M) becomes A1, just S of railway, 3 NMl SW of Askern village. Easy to find and on chart.",
Docking,52.9011,0.6199167,210,B1454/B1153,Dockng,"T Junct W side of village, 12 NMl NE of King's Lynn. Difficult to find.",
Dolgellau,52.7443333,-3.8702,66,Bridge,Dolgll,"A470 bridge over river Wnion, E side of town.  Caution, rugged terrain. Easy to find and on chart.",
Dollar,56.1621167,-3.67665,128,A91/B913,Dollar,T junction in town centre. Difficult to find.,
Dorchester,50.7205833,-2.4133167,279,A35 R'bout NE,Drchst,1 NMl NE of town centre. Easy to find and on chart.,
Doune,56.1867667,-4.0614,46,A84/River Bridge,Doune,"Bridge over river Teith, SW of town. Easy to find and on chart.",
Dover Marina,51.1199833,1.3092333,10,A20 roundabout,DvrMrn,Just inland of marina SW side of harbour.  Note Swingate High Intensity Radio Transmission Area (HIRTA) to N. Easy to find but not on chart.,
Downham Market,52.60415,0.3651,72,Station,DwnhmM,W side of town 300 m NE of Great Ouse river bridge. Difficult to find.,
Droma Bridge,57.7527,-5.0122833,575,A832 br over R Droma,DrmBrg,At T junction with A835. Easy to find and on chart.,
Driffield,54.0089,-0.4534667,98,A166/A163 Rbt,Drffld,W edge of village.  A166 goes W to Fridaythorpe. Difficult to find.,
Darlton,53.24955,-0.8536333,155,Hangar,Darltn,"SW of A57/A6075 junction, site of Darlton GC. Local knowledge required.",
Droitwich,52.2878667,-2.1201667,151,M5 J5/A38,Drtwch,1.5 NMl NE of town.  Tall Aerials and wires NE of TP. Easy to find and on chart.,
Denbigh Ridge S,53.0647167,-3.2407833,1352,Spot Height,DnbghR,"Top of Moel yr Accre hill at S end of Denbigh ridge.  4 Nml SE of Ruthin, at W end of wood W of Accre Hall. Hawarden RMZ to East. Local knowledge required.",
Drumshade,56.64245,-3.0268833,230,Farmhouse,Drmshd,"2 NMl SSW of Kirriemuir, ex site of Angus GC. Local knowledge required.",
Daventry SE,52.24705,-1.15095,509,A45/A425,DvntrS,Roundabout SE side of town. Easy to find and on chart.,
Dursley SW,51.6586833,-2.3729333,540,Tyndale monument on Nibley Knoll,DrslSW,5NMl SW of Bristol Club site at Nympsfield. Point for ridge soaring 1.5NMl SW of Dursley towards Wotton-under-Edge. Local knowledge required.,
Donington,52.9016,-0.2176667,102,A52/Rail Bridge,Dnngtn,W of village. Easy to find and on chart.,
Dulnain Bridge,57.30355,-3.6671833,705,River Dulnain Bridge,DlnnBr,West of two bridges where A938 leaves A95(T) at Dulnain Bridge village.  2 Nml SW of Grantown on Spey. Easy to find and on chart.,
Duncton,50.9479167,-0.616,141,Bridge over Ponds,Dunctn,"500m E of St Michael's school, 5.5 NMl WNW of Parham. Local knowledge required.",
Dufftown,57.44405,-3.1159,591,A941/River Br,Dfftwn,SE of town where Dullan Water joins River Fiddich. Easy to find and on chart.,
Dulverton,51.0393167,-3.55295,197,B3222/River Br,Dlvrtn,River Barle Bridge W side of town. Difficult to find.,
Dumfries,55.0859667,-3.6106333,52,Rail/A75,Dumfrs,N side of town. Easy to find but not on chart.,
Dunstable Airfield,51.8717333,-0.5512333,490,"NW Boundary of field, just East of B489 Tring Road",Dnstbl,"Used for Finishes and some Starts. Near Club East Run Launch Point. Point is inside Luton CTR, do not use as a TP due to Luton Airspace. Local knowledge required.",
Durham,54.7734667,-1.5765333,415,Cathedral Tower,Durham,"Top of 220 ft tower, in bend of river Wear, city centre. Easy to find but not on chart.",
Duns,55.77895,-2.3452833,56,A6112/A6105,Duns,"T junction N side of town, SE of castle. Difficult to find.",
Dufton,54.6196,-2.4801833,607,Church,Dufton,Centre of village 3 NMl N of Appleby.  Bottom of Crossfell ridge under Dufton Pike (1998ft). Easy to find but not on chart.,
Dursley NW,51.6919333,-2.3794333,310,B4060/4066 T junction,DrslNW,1 km E of M5 and 4NMl WSW of Bristol Club site at Nympsfield. At S end of Cotswold Edge ridge run in NW winds.  Just S of Severn Wildfowl Reserve. Difficult to find.,
Daventry N,52.28155,-1.1681,295,Roundabout,DvntrN,A361 N of small Drayton reservoir and S of Grand Union Canal tunnel. Easy to find and on chart.,
Dalwhinnie,56.9275833,-4.2487,971,S end of dam wall,Dlwhnn,"NE end of Loch Ericht SE side of town, 28 NMl E of Fort William. Easy to find and on chart.",
Danbury N,51.7436,0.6174,35,River Bridge,DanbrN,"Bridge over R Chelmer 2 NMl NNE of Danbury at Ulting village, two gravel pits just to N.  Avoid CTA 2500 to S. Local knowledge required.",
Dyserth,53.2953833,-3.4107833,377,House,Dysrth,"At bottom of Denbigh ridge 300m SW of quarry, 3NML S of Prestatyn. Difficult to find.",
Eaglescott,50.9273167,-3.9934833,655,Airfield Centre,Eglsct,"Airfield with ATZ and light aircraft trafffic, N Devon GC site. Local knowledge required.",EGHU
Earith,52.3537833,0.03775,46,A1123/River Br,Earith,W of two river bridges on E side of village. Difficult to find.,
Easterton,57.5871,-3.3082833,361,Gliding Site Hangar,Estrtn,"Highland GC site, 4 NMl S of Elgin, 7.5 NMl S of Lossiemouth A/F. Local knowledge required.",
Eastgate,54.7439833,-2.07515,768,Bridge over Rookhope Burn,Eastgt,"Village centre.  The burn is at right angles to R Wear, just E of large chimney. Easy to find but not on chart.",
Eastwell,52.84545,-0.85475,161,Crossroads,Estwll,"0.4 Nml SW of village 6NMl NNE of Melton Mobwray, on road from Waltham to Harby.  For 300 k from Gransden. Local knowledge required.",
Eckford N,55.5382333,-2.464,200,A698/B6401,Eckfrd,"N side of village, 4 NMl S of Kelso. Easy to find and on chart.",
Edgehill,52.08495,-1.4736333,642,Centre of airfield,Edghll,Site of Shenington GC. Easy to find and on chart.,
Edgehill West,52.0983333,-1.5654667,262,Church,Edgehi,Church in middle of Whatcote village 6.5k West of Edgehill. Used as Checkpoint in Edgehill Regionals. Local knowledge required.,
Edzell,56.8123167,-2.60485,72,R/Ws 24/33,Edzell,"Disused airfield, half way between Aberdeen and Dundee. Easy to find but not on chart.",
Eggesford N,50.9074833,-3.8943833,180,A377 Bridge,Eggsfr,"Over river Little Dart, 2NMl N of Eggesford airfield.  Caution, light aircraft traffic. Easy to find but not on chart.",
Elkstone S,51.7956667,-2.0502667,850,A417/Elkstone road,Elkstn,7 NMl NW of Cirencester where minor road from Elkstone to Winstone crosses A417 (Roman road Ermin Way). Local knowledge required.,
Ellesmere,52.909,-2.89405,240,A528/A495,Ellsmr,T Juntion town centre W side of the Mere. Difficult to find.,
Elmswell W,52.2318,0.8915167,197,A14/A1088,Elmswl,"Bridge over A14 1NMl W of Elmswell village, 7 NMl E of Bury St Edmunds.  Note Great Ashfield airfield to NE. Easy to find and on chart.",
Elvanfoot,55.4382667,-3.6605667,906,A702 Bridge,Elvnft,Over Elvan Water 4 NMl SSE of Abington. Easy to find but not on chart.,
Ely,52.3981333,0.26395,79,Cathedral Tower,Ely,Centre of town. Easy to find but not on chart.,
Enstone,51.92925,-1.42885,550,Control Tower,Enston,S of midpoint of main R/W with light aircraft activity. Site of Oxfordshire Sportflying (BGA member). Easy to find and on chart.,
Eastbourne NW,50.8042167,0.2494667,246,A2270 T Junction,Estbrn,"Bottom of east end of South Downs ridge at Willingdon, NW side of Eastbourne. Difficult to find.",
Etchingham,51.01015,0.4433333,190,A265/Rail,Etchng,"Level crossing E side of village, near R Rother.  TMA 3500ft. Easy to find but not on chart.",
Etal,55.6481333,-2.1161333,138,B6354 Crossroads,Etal,In Etal village E of bend in R Till.  3.5 Nml NNW of Millfield gliding site. Easy to find but not on chart.,
Ettington,52.1413833,-1.61405,164,A429/A422 R'bout,Ettngt,"NW of village, 1 NMl NW of Fosse Way. 5 SE Stratford. Easy to find and on chart.",
Evesham,52.0982167,-1.94595,98,Station/Road Br E,Eveshm,"Br over rly just E of stn, NW side of Town. Difficult to find.",
Ennerdale Water W,54.5245,-3.41045,377,Bridge,Ennrdl,"Bridge at weir W end of lake, 5 NMl W of Whitehaven. Easy to find and on chart.",
Eyebrook,52.5389333,-0.7449333,315,Reservoir Dam SW,Eyebrk,"SW end of dam wall, S side of water. 3 NMl N of Corby. Easy to find and on chart.",
Fakenham,52.8395333,0.8376167,200,A148/A1065 R'bout,Faknhm,NW side of town. Easy to find and on chart.,
Falgunzeon,54.9430667,-3.74075,600,Gliding Site,Flgnzn,"Dumfries & District GC site, N of Solway. Local knowledge required.",
Faringdon,51.64925,-1.5753167,390,A420/A417 R'bout,Frngdn,Roundabout SE side of town. Brize Zone 2 NMl N. Difficult to find.,
Faversham,51.30165,0.9258,315,M2 J7/A2,Fvrshm,1.5 NMl ESE of town. Easy to find and on chart.,
Falkirk West,56.0028,-3.9167167,220,M80 J5 over M876,FlkrkW,5 NMl W of town S of Denny village. Under TMA base 2500 ft. Easy to find and on chart.,
Fraserburgh,57.6919667,-1.99495,164,E of 2 Lighthouses,Frsrbr,NE side of town on end of N harbour wall.Fast-jet weapon range just to the W [D 708]. Difficult to find.,
Fontburn Reservoir,55.23665,-1.9247667,604,Valve tower near dam wall,Fntbrn,5 Nml S of Rothbury. Easy to find and on chart.,
Feshie Airstrip,57.1018833,-3.8917333,860,Centre of strip,FeshiS,Grass runway between minor road and river Feshie. Local knowledge required.,
Feshie Start N,57.1570333,-3.8578333,1175,Monument,Strt N,"Duke of Gordon's Monument on hill between river Spey and Loch Alvie, 3 NMl NNE of Feshiebridge gliding site. Local knowledge required.",
Feshie Descent Point,57.1147333,-3.9336667,715,Loch Insh,FshDsc,"Centre of Loch Insh, used by Club as a descent point.  Note Feshie gliding site 1 NMl SE. Not Suitable for Photographic Evidence.",
Feshie S,57.00005,-3.87585,2493,Small Loch,Feshie,"Lochan nam Bo, E of river Feshie gorge, 6 Nml S of Feshie club site.  Caution, rugged terrain. Local knowledge required.",
Fearnan,56.5739667,-4.0839,356,A827 T Junction,Fearnn,"N side of Loch Tay at Fearnen village, 7 NMl WSW of Aberfeldy.  Caution, rugged terrain. Easy to find and on chart.",
Fenny Compton,52.1666333,-1.36425,240,A423 Br over rail,FnnCmp,"1 NMl E of village, canal immediately to the north. Easy to find and on chart.",
Ferness,57.4943167,-3.73745,820,A939/River Bridge,Fernss,Bridge over river Findhorn. Easy to find and on chart.,
Feshiebridge,57.1016667,-3.8945167,860,Gliding Club Hangar,Fshbrd,"Cairngorm GC site, 6 NMl SSW of Aviemore. Local knowledge required.",EGZL
Fettercairn,56.85155,-2.5749833,394,B966/B974,Fttrcr,Near church spire in town centre. Difficult to find.,
Felixstowe Pier,51.9579333,1.3461333,20,Pier entrance,Flxstw,West end of pier SE side of town. Easy to find but not on chart.,
Farnsfield,53.1072167,-1.03365,180,Rail/Road,Frnsfl,N side of village between Mansfield and Newark where road crosses disused rail line. Local knowledge required.,
Forfar,56.64595,-2.9002667,230,Loch East End,Forfar,"Small Loch W of town, between town and A94. Difficult to find.",
Fan Hir,51.8823833,-3.7081333,2631,Trig point,FanHir,"Northern end of the Fan Hir escarpment, E of small lake, 11NMl WSW of Brecon.  Caution, rugged terrain. Local knowledge required.",
Fownhope,52.0078,-2.6161,175,Crossroads,Fownhp,B4224 Crossroads in centre of village. Between Mordiford and Brockhampton. Difficult to find.,
Firle Beacon,50.83375,0.1083,712,Spot Height,FrlBcn,"712 ft spot height on South Downs ridge, 7 NMl WNW of Eastbourne. Easy to find but not on chart.",
Filey,54.1918,-0.29965,138,Rail/A165,Filey,1 NMl S of town.  Between Bridlington and Scarborough. Easy to find and on chart.,
Finmere,51.9886333,-1.0694,390,A421/A4421,Finmer,Roundabout S side of village and W of light aircraft strip.  5 NMl NNW of Bicester airfield. Easy to find and on chart.,
Finavon,56.7053,-2.8273833,131,A94/B957,Finavn,T junction S of village. Easy to find but not on chart.,
Fishguard,51.9866333,-4.98985,295,Roundabout,Fshgrd,A40 roundabout SW side of town. Easy to find but not on chart.,
Flamborough,54.1163667,-0.0827167,135,Lighthouse,Flmbrg,E end of promontary into North Sea 5 NMl ENE of Bridlington. Easy to find and on chart.,
Four Marks,51.11365,-1.0470833,640,Station,FrMrks,Rail station on Watercress steam railway.  N of A31 S of 721ft trig point. Difficult to find.,
Fort William NE,56.8760167,-5.0488833,66,Field,FrtWll,"E of river Lochy and Caledonian Canal. 3 Nml NE of Fort William.  Sometimes used for landings, check before using, also known as Trevor's Field, caution, trees. Local knowledge required.",
Falmouth NW,50.1625333,-5.0996667,180,A39 roundabout,FlmthN,NW side of town 300m W of rail/A39. Easy to find but not on chart.,
Fort Augustus,57.1460167,-4.6754167,817,Lighthouse,Frtgst,E side of town at SW end of Loch Ness. Easy to find and on chart.,
Fordoun,56.8697,-2.4123667,205,A90/B967,Fordon,T junction S side of village. Normally disused a/f to N. Easy to find and on chart.,
Folkestone,51.0953833,1.04945,246,M20 J11/ B2086,Flkstn,4 NMl W of town. Easy to find and on chart.,
Fordingbridge,50.9284833,-1.7865167,194,A338/River Bridge,Frdngb,E side of town. Easy to find and on chart.,
Foston,54.07035,-0.92065,128,A64/Rail Bridge,Foston,"SE side of Foston village, towards Barton-le-Willows. Easy to find and on chart.",
Fovant,51.0526,-1.9989667,351,A30/T junction,Fovant,W edge of vill where minor road goes S to Broade Chalke. 1 NMl W of 659 ft spot ht and `Badges'cut in N facing ridge. Difficult to find.,
Freuchie,56.2336,-3.1559333,345,A92/912/914,Freuch,"Roundabout 1 NMl S of village at Muirhead, by the railway. Easy to find and on chart.",
Fridaythorpe,54.0203,-0.662,102,A166/B1251,Frdthr,"Y shaped junction E side of village, 8 NMl W of Great Driffield. Easy to find and on chart.",
Frome,51.2283167,-2.3224667,240,A362/B3092,Frome,Centre of triangular junction in town centre. Difficult to find.,
Framlingham,52.2317667,1.2982833,148,Windmill,Frmlng,"2 NMl W of town at Saxtead Green, just W of A1120/B1119. Local knowledge required.",
Fort William,56.8261,-5.0867833,33,A82/Rail Br,FortWi,NE side of town. Easy to find and on chart.,
Feltwell,52.4876333,0.52485,56,Church Tower,Fltwll,NE side of village near B1112/B1386 junction. Difficult to find.,
Gainsborough Power Station,53.36305,-0.81075,665,Chimney,Gnsbrg,"Top of east of two 655 ft chimneys between cooling towers, 3 NMl SW of Gainsborough. Easy to find and on chart.",
Galashiels,55.60345,-2.78005,30,A6091/River Br,Glshls,Over river Tweed SE side of town. 4 NMl NNE of Selkirk. Easy to find but not on chart.,
Garboldisham,52.3952167,0.9469167,161,A1066/B1111(E),Grblds,E of two T junctions in village centre. 7 NMl E of Thetford. Easy to find and on chart.,
Garforth,53.7969667,-1.3829833,75,Rail/A642,Grfrth,NW edge of town between Leeds and A1. Easy to find but not on chart.,
Gargrave West,53.9915333,-2.1373833,490,Rail br over A65,GrgrvW,"About 1 NMl WNW of village, 4 Nml WNW of Skipton. Avoid Leeds-Bradford CTA 2.5 NMl to the SE. Easy to find and on chart.",
Gainsborough,53.39205,-0.7771333,56,A631/River Bridge,Gainsb,Bridge over river Trent on SW side of Town. Easy to find and on chart.,
Gallowfauld,56.54845,-2.9392667,394,A929/A928,Gllwfl,Y shaped road fork. Easy to find and on chart.,
Garten,57.2483,-3.7525333,623,Station,Garten,S side of village bet A95 and B970. 9 NMl NE of Feshiebridge. Difficult to find.,
Gateshead East,54.9458667,-1.51555,138,A194(M)/A184,Gatshd,End of motorway at roundabout 3 NMl E of Town. Difficult to find.,
Gaydon,52.19265,-1.4589667,203,M40 J12/B4451,Gaydon,2 NMl NE of centre of disused A/F with one long rwy. Easy to find and on chart.,
Gribbin Head,50.31695,-4.67305,213,Tower,GrbbnH,On promontary 1 Nml SW of Fowey. Easy to find but not on chart.,
Great Bedwyn,51.3785167,-1.5986,394,Bridge,GrtBdw,"Bridge over Kennet and Avon Canal E side of village, 4NMl SW of Hungerford. Easy to find but not on chart.",
Glasbury Bridge,52.0455167,-3.1973333,262,A438 river Br,GlsbrB,Over R Wye in middle of village. Easy to find and on chart.,
Gloucester Canal Bridge,51.8587,-2.2559,36,A430 Bridge,Glcstr,Over canal W side of Gloucester. Difficult to find.,
Glen Dee Bridge,56.9763833,-3.6155167,1339,Dee Bridge,GlnDBr,"Where Glen Dee and Geldie Burn meet at White Bridge.  7 NMl W of Braemar. Caution, remote and rugged terrain. Local knowledge required.",
